entity	label	definition	synonyms
DOID_0050168	autoimmune polyendocrine syndrome type 2	An autoimmune polyendocrine syndrome that is characterized by abnormal functioning of the immune system that causes auto-reactivity against endocrine organs. It is more heterogeneous and has not been linked to one gene.	Schmidt syndrome
DOID_0050169	cutaneous lupus erythematosus	A lupus erythematosus that causes skin lesions on parts of the body that are exposed to sunlight.	
DOID_0050174	Kunjin encephalitis	A West Nile encephalitis that results_in infection located_in brain, has_material_basis_in Kunjin virus, a subtype of West Nile Virus (Orthoflavivirus nilense), which is transmitted_by Culex annulirostris mosquito bite. The infection has_symptom fever, has_symptom rigor, has_symptom headache, has_symptom confusion, and has_symptom lethargy.	
DOID_0050175	tick-borne encephalitis	A viral infectious disease that results_in inflammation located_in brain, has_material_basis_in Tick-borne encephalitis virus (Orthoflavivirus encephalitidis), which is transmitted_by Ixodes ticks. The infection has_symptom drowsiness, has_symptom confusion, has_symptom sensory disturbances, and has_symptom paralysis.	Central European encephalitis; Far Eastern TBE; Russian spring-summer encephalitis; Siberian tick-borne encephalitis; Taiga encephalitis; Western European tick-borne encephalitis; west-Siberian encephalitis
DOID_0050177	monogenic disease	A genetic disease that is the result of one or more abnormal alleles and may be dominant, semi-dominant, or recessive.	
DOID_0050179	Powassan encephalitis	A viral infectious disease that results_in inflammation located_in brain, has_material_basis_in Powassan virus (Orthoflavivirus powassanense), which is transmitted_by Ixodes and transmitted_by Dermacentor species of ticks. The infection has_symptom headache, has_symptom fever, has_symptom vomiting, has_symptom stiff neck, has_symptom sleepiness, has_symptom breathing distress, has_symptom tremors, has_symptom confusion, has_symptom seizures, has_symptom paralysis, and has_symptom coma.	
DOID_0050185	erythema multiforme	A skin disease that is a type of allergic reaction located_in skin, which occurs in response to medications, infections, or illness.	
DOID_0050192	Nipah virus encephalitis	A viral infectious disease that results_in inflammation located_in brain, has_material_basis_in Nipah virus (Henipavirus nipahense), which is transmitted_by direct contact with sick person or animals, or their contaminated tissues. The infection has_symptom dizziness, has_symptom drowsiness, has_symptom altered consciousness, has_symptom disorientation, and has_symptom coma.	
DOID_0050194	Argentine hemorrhagic fever	A viral infectious disease that is a hemorrhagic fever, has_material_basis_in Junin virus (Mammarenavirus juninense), which is transmitted_by rodent, Calomys musculinus. The infection has_symptom fever, has_symptom fatigue, has_symptom malaise, has_symptom leukopenia, has_symptom thrombocytopenia, and has_symptom hemorrhagic manifestations.	
DOID_0050195	Bolivian hemorrhagic fever	A viral infectious disease that is a hemorrhagic fever, has_material_basis_in Machupo virus (Mammarenavirus machupoense), which is transmitted_by vesper mouse, Calomys callosus. The infection has_symptom fever, has_symptom headache, has_symptom fatigue, has_symptom myalgia, has_symptom arthralgia, has_symptom bleeding from the oral and nasal mucosa, and has_symptom bleeding from the bronchopulmonary, gastrointestinal and genitourinary tracts.	
DOID_0050196	Venezuelan hemorrhagic fever	A viral infectious disease that is a hemorrhagic fever, has_material_basis_in Guanarito virus (Mammarenavirus guanaritoense), which is transmitted_by cotton rat, Sigmodon alstoni or transmitted_by cane mouse, Zygodontomys brevicauda. The infection has_symptom fever, has_symptom headache, has_symptom myalgia, has_symptom sore throat, has_symptom weakness, has_symptom anorexia, has_symptom nausea, has_symptom vomiting, has_symptom convulsions, has_symptom epistaxis, has_symptom bleeding gums, has_symptom hematemesis, has_symptom melena, and has_symptom menorrhagia.	
DOID_0050197	Brazilian hemorrhagic fever	A viral infectious disease that is a hemorrhagic fever, has_material_basis_in Sabia virus (Mammarenavirus brazilense), which is transmitted by rodents. The infection has symptom fever, has symptom eye redness, has symptom fatigue, has symptom dizziness, has symptom muscle aches, has symptom loss of strength, and has symptom bleeding under the skin, internal organs, or from body orifices like the mouth, eyes or ears.	
DOID_0050198	Chapare hemorrhagic fever	A viral infectious disease that is a hemorrhagic fever, has_material_basis_in Chapare virus (Mammarenavirus chapareense). The infection has symptom headache, has symptom joint pain, has symptom muscle pain, has symptom vomiting, has symptom shock, and has symptom bleeding.	
DOID_0050199	Whitewater Arroyo hemorrhagic fever	A viral infectious disease that is a hemorrhagic fever, has_material_basis_in Whitewater Arroyo virus (Mammarenavirus whitewaterense), which is transmitted_by white-throated woodrats (Neotoma albigula). The infection has_symptom fever, has_symptom headache, has_symptom myalgia, and has_symptom hemorrhagic manifestations.	
DOID_0050200	Korean hemorrhagic fever	A hemorrhagic fever with renal syndrome that results_in infection located_in kidney, has_material_basis_in Hantaan virus, which is transmitted_by the eurasian field mouse, Apodemus agrarius, or has_material_basis_in Seoul virus, which is transmitted_by norwegian rat, Rattus norvegicus. The infection has_symptom headache, has_symptom back pain, has_symptom abdominal pain, has_symptom fever, has_symptom chills, has_symptom nausea, has_symptom blurred vision, has_symptom flushing of the face, has_symptom redness of the eyes, has_symptom rash, has_symptom low blood pressure, has_symptom acute shock, has_symptom vascular leakage, and has_symptom acute kidney failure, which can cause severe fluid overload.	
DOID_0050201	nephropathia epidemica	A hemorrhagic fever with renal syndrome that results_in infection located_in kidney, has_material_basis_in Orthohantavirus puumalaense, which is transmitted_by bank vole, Myodes glareolus. The infection has_symptom headache, has_symptom nausea, has_symptom back pain, has_symptom vomiting, has_symptom myalgia, has_symptom abdominal pain, has_symptom internal hemorrhage, and has_symptom renal failure.	
DOID_0050202	Lujo hemorrhagic fever	A viral infectious disease that results_in infection, has_material_basis_in Lujo virus (Mammarenavirus lujoense), which has_symptom fever, has_symptom headache, has_symptom myalgia, has_symptom thrombocytopenia, and has_symptom bleeding. Bleeding is minor and not a prominent symptom.	
DOID_0050204	Epstein-Barr virus hepatitis	A viral hepatitis that results_in inflammation, located_in liver, has_material_basis_in Human herpesvirus 4 (Lymphocryptovirus humangamma4) and has_symptom headache, has_symptom fatigue, has_symptom fever, has_symptom abdominal pain, has_symptom nausea, and has_symptom jaundice.	
DOID_0050211	swine influenza	An influenza that results_in infection located_in respiratory tract of pigs and humans, has_material_basis_in Influenza C virus (Gammainfluenzavirus influenzae), or has_material_basis_in Influenza A virus (Alphainfluenzavirus influenzae) including subtypes (H1N1, H1N2, H3N1, H3N2, and H2N3), which are transmitted_by direct contact with infected pigs. The infection in humans has_symptom fever, has_symptom lethargy, has_symptom lack of appetite, has_symptom coughing, has_symptom runny nose, has_symptom sore throat, has_symptom nausea, has_symptom vomiting, and has_symptom diarrhea.	
DOID_0050214	Lambert-Eaton myasthenic syndrome	A neuromuscular junction disease that is characterized by an abnormality of acetylcholine (ACh) release at the neuromuscular junction which results from an autoimmune attack against voltage-gated calcium channels (VGCC) on the presynaptic motor nerve terminal.	Eaton-Lambert syndrome; LEMS; Lambert-Eaton syndrome
DOID_0050218	polycystic echinococcosis	An echinococcosis that is caused by the larvae of Echinococcus vogeli or Echinococcus oligarthrus, which infect the liver.	human polycystic hydatid disease; neotropical echinococcosis
DOID_0050222	selective IgM deficiency disease	A selective immunoglobulin deficiency disease thatis a dysgammaglobulinemia resulting from decreased levels of immunoglobulin M (IgM) production to roduction of other antibodies.	
DOID_0050242	primary amebic meningoencephalitis	A parasitic protozoa infectious disease that involves infection of the central nervous system caused by Naegleria fowleri. The symptoms include headache, nausea, rigidity of the neck muscles, vomiting, delirium, seizures and coma.	Naegleria fowleri infection
DOID_0050246	granulomatous amebic encephalitis	A parasitic protozoa infectious disease that results in infection of the brain caused by Acanthamoeba or Balamuthia mandrillaris. The symptoms include headaches, altered mental status, and focal neurologic deficit, which progresses over several weeks to death.	Acanthamoeba encephalitis; Acanthamoeba granulomatous encephalitis; Granulomatous Amebic Encephalitis due to Acanthamoeba; granulomatous amoebic encephalitis
DOID_0050250	philophthalmiasis	A parasitic helminthiasis infectious disease that involves parasitic infection of the eyes by Philophthalmus species. External ocular philophthalmiasis manifests as follicular conjunctivitis and superficial keratitis. Sub-conjunctival ocular philophthalmiasis consists of a mild edema with minimal cellular reaction.	
DOID_0050251	coenurosis	A parasitic helminthiasis infectious disease that involves infection by metacestode larval stage (coenurus) of Taenia multiceps or Taenia serialis. Coenuri in the skin or subcutaneous tissue present as painless nodules, which manifest on the trunk, sclera, subconjuctiva, neck, shoulders, head and limbs. Coenuri in the central nervous system may cause headache, fever, vomiting, nerve palsies, jacksonian epilepsy, pachymeningitis, obstructive or communicating hydrocephalus, and intracranial arteritis with transient hemiparesis. Coenuri in the eye cause both intraocular and orbital infections.	
DOID_0050253	mesocestoidiasis	A parasitic helminthiasis infectious disease that involves parasitic cestode infection caused by Mesocestoides lineatus resulting in nausea, diarrhea, abdominal discomfort and vomiting.	
DOID_0050254	acanthocephaliasis	A parasitic helminthiasis infectious disease that involves infection of the intestine caused by thorny-headed worms Macracanthorhynchus or Moniliformis moniliformis. The infection has_symptom abdominal pain, has_symptom distension, has_symptom fever, has_symptom decreased appetite, has_symptom nausea, has_symptom vomiting, has_symptom weight loss, has_symptom diarrhea, and has_symptom constipation or has_symptom bloody stools.	
DOID_0050256	angiostrongyliasis	A parasitic helminthiasis infectious disease that involves parasitic infection of the intestine, central nervous system and eyes by Angiostrongylus cantonensis or Angiostrongylus costaricensis.	
DOID_0050259	baylisascariasis	A parasitic helminthiasis infectious disease that involves parasitic infection of the intestine caused by the larvae of Baylisascaris procyonis, which can invade the spinal cord, brain, and eye of humans, resulting in permanent neurologic damage, blindness, or death.	
